eis_id,title,document_type,lead_agency,state,all_states,filed_date,filed_year,federal_register_date,comment_letter_date,comment_due_date,epa_impact,epa_adequacy,attachment_count
79411,CT-2/2A/32 Transportation Improvement Study Construction Funding Coast Guard Bridge Permit NPDES Permit COE Section 10 and 404 Permit New London County CT,Final,Federal Highway Administration,CT,CT,2004-10-20,2004,2004-10-29,2004-11-29,2004-11-29,Environmental Concerns,2.0,1
83280,Matilija Dam Ecosystem Restoration Feasibility Study Restoring Anadromous Fish Populations Matilija Creek Ventura River Ventura County Watershed Protection District Ventura County CA,Final,U.S. Army Corps of Engineers,CA,CA,2004-10-21,2004,2004-10-29,2004-11-22,2004-11-29,Lack of Objections,,2
81929,Battle Area Complex (BAX) and a Combined Arms Collective Training Facility (CACTF) Construction and Operation within U.S. Army Training Lands in Alaska,Draft,United States Army,AK,AK,2004-10-26,2004,2004-11-05,2004-12-20,2004-12-20,Environmental Concerns,2.0,1
87119,Coachella Valley Multiple Species Habitat Conservation Plan (MSHCP) Santa Rosa and San Jacinto Mountains Trails Plan Issuance of Incidental Take Permit Riverside County CA,Draft,Fish and Wildlife Service,CA,CA,2004-10-26,2004,2004-11-05,2005-03-07,2005-02-03,Environmental Concerns,2.0,2
77543,ADOPTION - Aircraft Conversion for the 167th Air Wing (167 AW) of the West Virginia Air National Guard Converting C-130H Transport Aircraft to the Larges C-5 Transport Aircraft. Acquisition of Land via Lease and Construction of Facilities on existing and acquired Parcel Berkely Counties WV,Final,Federal Aviation Administration,WV,WV,2004-10-27,2004,2004-11-05,2004-12-06,2004-12-06,,,1
75180,St. Regis Mohawk Tribe Mohawk Mountain Casino and Resort Proposed Transfer of 66 Acres of Land into Federal Trust Status Fee-to-Trust Acquisition Sullivan County NY,Final,Bureau of Indian Affairs,NY,NY,2004-10-27,2004,2004-11-05,2004-12-06,2004-12-06,Environmental Concerns,2.0,1
83281,PROGRAMMATIC - Louisiana Coastal Area (LCA) Ecosystem Restoration Study Implementation Tentatively Selected Plan Mississippi River LA,Final,U.S. Army Corps of Engineers,LA,LA,2004-10-28,2004,2004-11-05,2004-11-30,2004-12-06,Lack of Objections,,2
79434,11400 South Project Proposed Improvement to the Transportation Network in the Southern Salt Lake Valley from 12300/12600 South to 10400/10600 South and from Bangerter Highway to 700 East Salt Lake City Salt Lake County UT,Draft,Federal Highway Administration,UT,UT,2004-10-28,2004,2004-11-05,2004-12-20,2004-12-20,Environmental Concerns,2.0,1
84723,Cabrillo Port Liquefied Natural Gas (LNG) Deepwater Port Construction and Operation an Offshore Floating Storage and Regasification Unit (FSRU) Application for License Ventura and Los Angeles Counties CA,Draft,U.S. Coast Guard,CA,CA,2004-10-29,2004,2004-11-05,2004-12-21,2004-12-20,Environmental Concerns,2.0,1
87120,Kodiak National Wildlife Refuge Draft Revised Comprehensive Conservation Plan Implementation AK,Draft,Fish and Wildlife Service,AK,AK,2004-10-29,2004,2004-11-05,2004-12-21,2005-01-21,Lack of Objections,,2
75869,Fire Fuels and Related Vegetation Management Direction Plan Amendment Upper Snake River District (The District) Amending 12 Existing Land Use Plans Several Counties ID,Draft,Bureau of Land Management,ID,ID,2004-11-01,2004,2004-11-12,2005-02-03,2005-02-10,Environmental Concerns,2.0,1
75870,King Range National Conservation Area (KRNCA) Resource Management Plan Implementation Humboldt and Mendocino Counties CA,Final,Bureau of Land Management,CA,CA,2004-11-02,2004,2004-11-12,2004-12-13,2004-12-13,Lack of Objections,,0
86067,Paddy Flat Vegetation Project Harvesting and Regenerate Timber Stands Precommercially Thin Plantations Rapid Kennally and Camp Creeks Payette National Forest McCall Ranger District Valley County ID,Draft,Forest Service,ID,ID,2004-11-02,2004,2004-11-12,2004-12-28,2004-12-27,Environmental Concerns,2.0,1
86045,Resurrection Creek Stream and Riparian Restoration Project Proposes to Accelerate the Recovery of Riparian Areas Fish and Wildlife Habitat Chugach National Forest Seward Ranger District Kenai Peninsula Borough AK,Final,Forest Service,AK,AK,2004-11-02,2004,2004-11-12,2004-12-20,2004-12-13,,,1
79438,TX-121 Highway Construction I-30 to Farm-to-Market 1187 (FM-1187) Funding USCG Section 9 and US Army COE Section 10 and 404 Permits Issuance Fort Worth Tarrant County TX,Final,Federal Highway Administration,TX,TX,2004-11-02,2004,2004-11-12,2004-12-09,2004-12-13,,,1
86068,McSutten Decision Area Implementation of Harvest and Associated Activities Prescribed Burning and Road Management Kootenai National Forest Redford Ranger District Lincoln County MT,Draft,Forest Service,MT,MT,2004-11-03,2004,2004-11-12,2004-12-09,2004-12-27,Environmental Concerns,2.0,1
79439,NYS Route 17 - Elmira to Chemung Project Proposed Highway Reconstruction New Highway Construction Bridge Rehabilitation/Replacement Funding and US Army COE Section 404 Permit Town and City of Elmira Town of Ashland and Chemung Chemung County NY,Draft,Federal Highway Administration,NY,NY,2004-11-03,2004,2004-11-12,2004-12-29,2004-12-31,Environmental Concerns,2.0,1
82388,Project IceCube Comprehensive Environmental Evaluation Antarctica,Final,National Science Foundation,,,2004-11-04,2004,2004-11-12,2004-11-22,2005-01-12,Lack of Objections,,1
77223,Moab Uranium Mill Trailings Remediation Proposal To Clean Up Surface Contamination and Implement a Ground Water Strategy Grand and San Juan Counties UT,Draft,Department of Energy,UT,UT,2004-11-04,2004,2004-11-12,2005-02-18,2005-02-18,Environmentally Unsatisfactory,2.0,2
82510,Southwest Gulf Railroad Project Construction and Operation Exemption To Transport Limestone from Vulcan Construction Materials (VCM) Quarry to Del Rio Subdivision Medina County TX,Draft,Surface Transportation Board,TX,TX,2004-11-05,2004,2004-11-12,2005-01-10,2005-01-10,Environmental Concerns,2.0,3
80933,2005-2006 Pacific Coast Groundfish Fishery Proposed Acceptable Biological Catch and Optimum Yield Specifications and Management Measures WA OR and CA,Final,National Oceanic and Atmospheric Administration,,,2004-11-05,2004,2004-11-12,2004-12-13,2004-12-13,,,1
83282,Va Shly'ay Akimel Salt River Ecosystem Restoration Feasibility Study Increasing and Improving Native Vegetation in Portions of the Salt River Pima-Maricopa Indian Community (SRPMIC) and the City of Mesa Maricopa County AZ,Final,U.S. Army Corps of Engineers,AZ,AZ,2004-11-05,2004,2004-11-12,2004-12-08,2004-12-13,Environmental Concerns,2.0,1
86069,Robert-Wedge Port-Fire Project Salvage Trees and Rehabilitate Lands Flathead National Forest Glacier View Ranger District Flathead County MT,Final,Forest Service,MT,MT,2004-11-05,2004,2004-11-12,2004-12-02,2004-12-13,Environmental Concerns,2.0,1
80593,U.S. Food and Drug Administration (FDA) Consolidation Updated and New Information New Eastern Access Road Construction and over Paint Branch Additional Facilities Construction to Support Expanded Program Relocation of the Day Care Center Federal Research Center at White Oak Silver Spring Montgomery MD,Draft Supplement,General Services Administration,MD,MD,2004-11-05,2004,2004-11-12,2005-01-03,2005-01-03,Environmental Concerns,1.0,1
86070,German Ridge Restoration Project To Restore Native Hardwood Communities Implementation Hoosier National Forest Tell City Ranger District Perry County IN,Draft,Forest Service,IN,IN,2004-11-08,2004,2004-11-19,2005-01-03,2006-01-09,Lack of Objections,,1
75871,WITHDRAWN - PROGRAMMATIC - Proposed Revision to Grazing Regulations for the Public Lands 42 CFR Part 4100 In the Western Portion of the United States,Final,Bureau of Land Management,,,2004-11-08,2004,2004-11-19,2004-11-19,2004-12-20,,,0
85986,High Mountains Heli-Skiing (HMH) Project Issuance of a New 5-Year Special Use Permit (SUP) to Continue Operating a Guilded Helicoper Skiing In Portions of the Bridger-Teton National Forest and Caribou-Targhee National Forest (CTNF) Teton and Lincoln Counties WY and Teton and Bonneville Counties ID,Final,Forest Service,WY,WY,2004-11-09,2004,2004-11-19,2004-12-30,2004-12-20,Lack of Objections,,1
83284,Cape Wind Energy Project Construct and Operate 130 Wind Turbine Generators on Horseshoe Shoal in Nantucket Sound MA,Draft,U.S. Army Corps of Engineers,MA,MA,2004-11-10,2004,2004-11-19,2005-02-24,2005-02-24,,3.0,1
79440,Eastern Corridor Multi-Modal (Tier 1) Project To Implement a Multi-Modal Transportation Program between the City of Cincinnati and Eastern Suburbs in Hamilton and Clermont Counties OH,Draft,Federal Highway Administration,OH,OH,2004-11-10,2004,2004-11-19,2004-12-30,2005-01-03,Environmental Concerns,2.0,2
77919,Sabine Pass Liquefied Natural Gas (LNG) and Pipeline Project Construction and Operation LNG Import Terminal and Natural Gas Pipeline Facilities Several Permits Cameron Parish LA,Final,Federal Energy Regulatory Commission,LA,LA,2004-11-10,2004,2004-11-19,2004-12-16,2004-12-20,Environmental Concerns,2.0,2
86072,East Fredericktown Project To Restore Shortleaf Pine Improve Forest Health Treat Affected Stands and Recover Valuable Timber Products Mark Twain National Forest Potosi/Fredericktown Ranger District Bollinger Madison St. Francois and Ste. Genevieve Counties MO,Final,Forest Service,MO,MO,2004-11-12,2004,2004-11-19,2004-12-21,2004-12-20,Lack of Objections,,1
79441,IN-25 Transportation Corridor Improvements from I-65 Interchange to US 24 Funding Right-of-Way and US Army COE Section 404 Permit Issuance Hoosier Heartland Highway Tippecanoe Carroll and Cass Counties IN,Final,Federal Highway Administration,IN,IN,2004-11-12,2004,2004-11-19,2004-12-21,2004-12-27,Lack of Objections,,1
79464,WA-104/Edmonds Crossing Project Connecting Ferries Bus and Rail Funding NPDES Permit and COE Section 10 and 404 Permit City of Edmonds Snohomish County WA,Final,Federal Highway Administration,WA,WA,2004-11-12,2004,2004-11-19,2004-12-17,2004-12-20,,,1
83283,Picayune Strand Restoration (formerly Southern Golden Gate Estates Ecosystem Restoration) Comprehensive Everglades Resstoration Plan Implementation Collier County FL,Final,U.S. Army Corps of Engineers,FL,FL,2004-11-12,2004,2004-11-19,2004-12-07,2004-12-20,Lack of Objections,,2
86071,Duck Creek Fuels Treatment Analysis To Reduce Fuels Enhance Fire-Tolerant Vegetation and Provide Fuel Breaks Dixie National Forest Cedar City Range District Kane County UT,Draft,Forest Service,UT,UT,2004-11-12,2004,2004-11-19,2005-01-03,2005-01-03,Environmental Concerns,2.0,1
79465,US-12 Highway Corridor Project Improvement from 1H90/94 at Lake Delton south to Ski Hi Road Selected Preferred Alternative Funding and US Army COE Section 404 Permit Issuance Sauk County WI,Final,Federal Highway Administration,WI,WI,2004-11-15,2004,2004-11-26,2004-12-16,2004-12-27,Lack of Objections,,2
80594,Del Rio Port of Entry ((POE) Increased Security Measures Associated with Phase II Expansion Supplement to the 1992 Del Rio Border Patrol Station Del Rio Val Verde County TX,Final Supplement,General Services Administration,TX,TX,2004-11-15,2004,2004-11-26,2004-12-27,2004-12-27,,,1
77544,Panama City-Bay County International Airport (PFN) Proposed Relocation to a New Site NPDES Permit and US Army COE Section 404 Permit Bay County FL,Draft,Federal Aviation Administration,FL,FL,2004-11-16,2004,2004-11-26,2005-01-18,2005-01-28,Environmental Concerns,2.0,2
79466,Eastern Extension of the President George Bush Turnpike (PGBT) from TX-78 to I-30 New Controlled Access Tollway Construction at a New Location Cities of Garland Sachse Rowlett and Dallas Dallas County TX,Final,Federal Highway Administration,TX,TX,2004-11-17,2004,2004-11-26,2004-12-27,2004-12-27,,,1
79467,I--69 Section of Independent Utility # 11 Project Construction of Multi-Lane Interstate Highway from Benoit to Robinsonville US Army COE Section 404 Permit Mississippi River Bridge Bolivar Coahoma Tunica and Sunflower Counties MS,Draft,Federal Highway Administration,MS,MS,2004-11-18,2004,2004-11-26,2005-02-16,2005-01-10,Environmental Concerns,1.0,1
77920,Cheniere Corpus Christi Liquefied Natural Gas (LNG) Project To Provide Facilities for the Importation Storage and Vaporization of Liguefied Natural Gas Nueces and San Patricio Counties TX,Draft,Federal Energy Regulatory Commission,TX,TX,2004-11-18,2004,2004-11-26,2005-01-10,2005-01-10,Environmental Concerns,2.0,2
86073,Rogue River-Siskiyou National Forest Special Use Permits for Outfitter and Guide Operations on the Lower Rogue and Lower Illinois Rivers Gold Ranger District Rogue River -Siskiyou National Forest Curry County OR,Draft,Forest Service,OR,OR,2004-11-19,2004,2004-11-26,2005-01-10,2005-01-10,Lack of Objections,,1
79468,MI-59 Livingston County Widening Project between I-96 and US 23 Recommened Alternative was Selected Right-of-Way Preservation Center Corriodor Funding NPDES and US Army COE Section 404 Permits Issuance Livingston County MI,Second Final,Federal Highway Administration,MI,MI,2004-11-23,2004,2004-12-03,2005-01-27,2005-01-28,Environmental Concerns,2.0,1
79469,Legacy Parkway Project Construction from I-215 at 2100 North in Salt Lake City to I-15 and US-89 near Farmington Updated Information Funding and US Army COE Section 404 Permit Salt Lake and Davis Counties UT,Draft Supplement,Federal Highway Administration,UT,UT,2004-11-23,2004,2004-12-03,2005-03-17,2005-03-21,Environmental Concerns,2.0,1
75872,Roan Plateau Resource Management Plan Amendment Including Former Naval Oil Shale Reserves 1 and 3 Garfield and Rio Blanco Counties CO,Draft,Bureau of Land Management,CO,CO,2004-11-24,2004,2004-12-03,2005-05-26,2005-03-04,Environmental Concerns,2.0,2
76755,Folsom Dam Road Access Restriction Project Control Access to Folsom Dam City of Folsom CA,Draft,Bureau of Reclamation,CA,CA,2004-11-24,2004,2004-12-03,2005-01-18,2005-01-18,Environmental Concerns,2.0,1
81780,Chiricahua National Monument Fire Management Plan (FMP) Implementation AZ,Draft,National Park Service,AZ,AZ,2004-11-24,2004,2004-12-03,2005-02-02,2005-02-02,Environmental Concerns,2.0,1
86094,Martin Run Project To Implement Management Direction as Outlined in Allegheny National Forest Plan Bradford Ranger District Allegheny National Forest Warren and McKean Counties PA,Draft,Forest Service,PA,PA,2004-11-24,2004,2004-12-03,2005-01-18,2005-01-18,Lack of Objections,,1
79491,WI-23 Highway Project Transportation Improve between Fond du Lac and Plymout Fond du Lac and Sheboygan Counties WI,Draft,Federal Highway Administration,WI,WI,2004-11-26,2004,2004-12-03,2005-01-20,2005-01-21,Environmental Concerns,2.0,1
83285,Hudson River at Athens New York Navigation Project Design and Construction of a Spur Navigation Channel Hudson River New York City NY,Draft,U.S. Army Corps of Engineers,NY,NY,2004-11-26,2004,2004-12-03,2005-02-11,2005-01-18,Environmental Concerns,2.0,1
84724,Gulf Landing Deepwater Port License Application for Construction of a Deepwater Port and Associated Anchorages in the Gulf of Mexico South of Cameron LA,Final,U.S. Coast Guard,LA,LA,2004-11-26,2004,2004-12-03,2005-01-03,2005-01-03,Environmental Concerns,2.0,2
79490,Inter County Connector (ICC) from I-270 to US-1 Funding and US Army COE Section 404 Permit Montgomery and Prince George's Counties MD,Draft,Federal Highway Administration,MD,MD,2004-11-26,2004,2004-12-03,2005-02-25,2005-02-01,Environmental Objections,2.0,1
79492,PROGRAMMATIC - I-70 Mountain Corridor Tier 1 Project from Glenwood Springs and C-470 Proposes to Increase Capacity Improve Accessibility and Mobility and Decrease Congestion Colorado Garfield Eagle Summit Clear Creek and Jefferson Counties CO,Draft,Federal Highway Administration,CO,CO,2004-11-30,2004,2004-12-10,2005-05-27,2005-05-24,Environmental Concerns,2.0,2
